2016-07-10 16:44:44,147
2016-07-10 16:44:45,109
2016-07-10 16:44:46,109
2016-07-10 16:44:47,110
2016-07-10 16:44:48,104
2016-07-10 16:44:49,104
2016-07-10 16:44:50,106
2016-07-10 16:44:51,106
2016-07-10 16:44:52,106
2016-07-10 16:44:53,105
2016-07-10 16:44:54,106
2016-07-10 16:44:55,106
2016-07-10 16:44:56,107
2016-07-10 16:44:57,104
2016-07-10 16:44:58,108
2016-07-10 16:44:59,108
2016-07-10 16:45:00,106
2016-07-10 16:45:01,106
2016-07-10 16:45:02,108
2016-07-10 16:45:03,108
2016-07-10 16:45:04,107
2016-07-10 16:45:05,105
2016-07-10 16:45:06,107
2016-07-10 16:45:07,105
2016-07-10 16:45:08,107
2016-07-10 16:45:09,105
2016-07-10 16:45:10,106
2016-07-10 16:45:11,106
2016-07-10 16:45:12,153
2016-07-10 16:45:13,110
2016-07-10 16:45:14,107
2016-07-10 16:45:15,107
2016-07-10 16:45:16,109
2016-07-10 16:45:17,107
2016-07-10 16:45:18,109
2016-07-10 16:45:19,109
2016-07-10 16:45:20,108
2016-07-10 16:45:21,109
2016-07-10 16:45:22,107
2016-07-10 16:45:23,108
2016-07-10 16:45:24,434
2016-07-10 16:45:25,111
2016-07-10 16:45:26,109
2016-07-10 16:45:27,108
2016-07-10 16:45:28,188
2016-07-10 16:45:29,186
2016-07-10 16:45:30,186
2016-07-10 16:45:31,183
2016-07-10 16:45:32,191
2016-07-10 16:45:36,194
2016-07-10 16:45:36,195
2016-07-10 16:45:37,895
2016-07-10 16:45:38,837
2016-07-10 16:45:39,835
2016-07-10 16:45:40,940
2016-07-10 16:45:41,108
2016-07-10 16:45:42,108
2016-07-10 16:45:43,732
2016-07-10 16:45:44,1019
2016-07-10 16:45:45,961
2016-07-10 16:45:46,985
2016-07-10 16:45:47,960
2016-07-10 16:45:48,889
2016-07-10 16:45:49,916
